,aaid,Country,City,District,Ward
7413,241240701,Vietnam,Hòa Bình,Huyện Tân Lạc,Thị trấn Mường Khến
7414,241240702,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Ngòi Hoa
7415,241240703,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Trung Hòa
7416,241240704,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Phú Vinh
7417,241240705,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Phú Cường
7418,241240706,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Mỹ Hòa
7419,241240707,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Quy Hậu
7420,241240708,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Phong Phú
7421,241240709,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Quyết Chiến
7422,241240710,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Mãn Đức
7423,241240711,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Địch Giáo
7424,241240712,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Tuân Lộ
7425,241240713,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Tử Nê
7426,241240714,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Thanh Hối
7427,241240715,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Ngọc Mỹ
7428,241240716,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Đông Lai
7429,241240717,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Lũng Vân
7430,241240718,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Bắc Sơn
7431,241240719,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Quy Mỹ
7432,241240720,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Do Nhân
7433,241240721,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Nam Sơn
7434,241240722,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Lỗ Sơn
7435,241240723,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Ngổ Luông
7436,241240724,Vietnam,Hòa Bình,Huyện Tân Lạc,Xã Gia Mô
7437,241240801,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Tân Dân
7438,241240802,Vietnam,Hòa Bình,Huyện Mai Châu,Thị trấn Mai Châu
7439,241240803,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Tân Mai
7440,241240804,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Phúc Sạn
7441,241240805,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Pà Cò
7442,241240806,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Hang Kia
7443,241240807,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Ba Khan
7444,241240808,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Tân Sơn
7445,241240809,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Đồng Bảng
7446,241240810,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Cun Pheo
7447,241240811,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Bao La
7448,241240812,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Piềng Vế
7449,241240813,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Tòng Đậu
7450,241240814,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Nà Mèo
7451,241240815,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Thung Khe
7452,241240816,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Nà Phòn
7453,241240817,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Săm Khóe
7454,241240818,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Chiềng Châu
7455,241240819,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Mai Hạ
7456,241240820,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Nong Luông
7457,241240821,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Mai Hịch
7458,241240822,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Pù Pin
7459,241240823,Vietnam,Hòa Bình,Huyện Mai Châu,Xã Vạn Mai
7460,241240901,Vietnam,Hòa Bình,Huyện Lạc Sơn,Thị trấn Vụ Bản
7461,241240902,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Quý Hòa
7462,241240903,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Miền Đồi
7463,241240904,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Mỹ Thành
7464,241240905,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Tuân Đạo
7465,241240906,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Văn Nghĩa
7466,241240907,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Văn Sơn
7467,241240908,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Tân Lập
7468,241240909,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Nhân Nghĩa
7469,241240910,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Thượng Cốc
7470,241240911,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Phú Lương
7471,241240912,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Phúc Tuy
7472,241240913,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Xuất Hóa
7473,241240914,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Yên Phú
7474,241240915,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Bình Hẻm
7475,241240916,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Chí Thiện
7476,241240917,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Bình Cảng
7477,241240918,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Bình Chân
7478,241240919,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Định Cư
7479,241240920,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Chí Đạo
7480,241240921,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Liên Vũ
7481,241240922,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Ngọc Sơn
7482,241240923,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Hương Nhượng
7483,241240924,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Vũ Lâm
7484,241240925,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Tự Do
7485,241240926,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Yên Nghiệp
7486,241240927,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Tân Mỹ
7487,241240929,Vietnam,Hòa Bình,Huyện Lạc Sơn,Xã Ngọc Lâu
7488,241241001,Vietnam,Hòa Bình,Huyện Yên Thủy,Thị trấn Hàng Trạm
7489,241241002,Vietnam,Hòa Bình,Huyện Yên Thủy,Xã Lạc Sỹ
7490,241241003,Vietnam,Hòa Bình,Huyện Yên Thủy,Xã Lạc Hưng
7491,241241004,Vietnam,Hòa Bình,Huyện Yên Thủy,Xã Lạc Lương
7492,241241005,Vietnam,Hòa Bình,Huyện Yên Thủy,Xã Bảo Hiệu
7493,241241006,Vietnam,Hòa Bình,Huyện Yên Thủy,Xã Đa Phúc
7494,241241007,Vietnam,Hòa Bình,Huyện Yên Thủy,Xã Hữu Lợi
7495,241241008,Vietnam,Hòa Bình,Huyện Yên Thủy,Xã Lạc Thịnh
7496,241241009,Vietnam,Hòa Bình,Huyện Yên Thủy,Xã Yên Lạc
7497,241241010,Vietnam,Hòa Bình,Huyện Yên Thủy,Xã Đoàn Kết
7498,241241011,Vietnam,Hòa Bình,Huyện Yên Thủy,Xã Phú Lai
7499,241241012,Vietnam,Hòa Bình,Huyện Yên Thủy,Xã Yên Trị
7500,241241013,Vietnam,Hòa Bình,Huyện Yên Thủy,Xã Ngọc Lương
7501,241241101,Vietnam,Hòa Bình,Huyện Lạc Thủy,Thị trấn Thanh Hà
7502,241241102,Vietnam,Hòa Bình,Huyện Lạc Thủy,Xã Thanh Nông
7503,241241103,Vietnam,Hòa Bình,Huyện Lạc Thủy,Thị trấn Chi Nê
7504,241241104,Vietnam,Hòa Bình,Huyện Lạc Thủy,Xã Phú Lão
7505,241241105,Vietnam,Hòa Bình,Huyện Lạc Thủy,Xã Phú Thành
7506,241241106,Vietnam,Hòa Bình,Huyện Lạc Thủy,Xã Cố Nghĩa
7507,241241107,Vietnam,Hòa Bình,Huyện Lạc Thủy,Xã Hưng Thi
7508,241241108,Vietnam,Hòa Bình,Huyện Lạc Thủy,Xã Lạc Long
7509,241241109,Vietnam,Hòa Bình,Huyện Lạc Thủy,Xã Liên Hòa
7510,241241110,Vietnam,Hòa Bình,Huyện Lạc Thủy,Xã Khoan Dụ
7511,241241111,Vietnam,Hòa Bình,Huyện Lạc Thủy,Xã Đồng Môn
7512,241241112,Vietnam,Hòa Bình,Huyện Lạc Thủy,Xã Đồng Tâm
7513,241241113,Vietnam,Hòa Bình,Huyện Lạc Thủy,Xã Yên Bồng
7514,241241114,Vietnam,Hòa Bình,Huyện Lạc Thủy,Xã An Lạc
7515,241241115,Vietnam,Hòa Bình,Huyện Lạc Thủy,Xã An Bình
7516,241250000,Vietnam,Thái Bình,,
7517,241250101,Vietnam,Thái Bình,Thành phố Thái Bình,Phường Lê Hồng Phong
7518,241250102,Vietnam,Thái Bình,Thành phố Thái Bình,Phường Bồ Xuyên
7519,241250103,Vietnam,Thái Bình,Thành phố Thái Bình,Phường Đề Thám
7520,241250104,Vietnam,Thái Bình,Thành phố Thái Bình,Phường Kỳ Bá
7521,241250105,Vietnam,Thái Bình,Thành phố Thái Bình,Phường Quang Trung
7522,241250106,Vietnam,Thái Bình,Thành phố Thái Bình,Phường Phú Khánh
7523,241250107,Vietnam,Thái Bình,Thành phố Thái Bình,Phường Tiền Phong
7524,241250108,Vietnam,Thái Bình,Thành phố Thái Bình,Phường Trần Hưng Đạo
7525,241250109,Vietnam,Thái Bình,Thành phố Thái Bình,Phường Trần Lãm
7526,241250110,Vietnam,Thái Bình,Thành phố Thái Bình,Xã Đông Hòa
7527,241250111,Vietnam,Thái Bình,Thành phố Thái Bình,Phường Hoàng Diệu
7528,241250112,Vietnam,Thái Bình,Thành phố Thái Bình,Xã Phú Xuân
7529,241250113,Vietnam,Thái Bình,Thành phố Thái Bình,Xã Vũ Phúc
7530,241250114,Vietnam,Thái Bình,Thành phố Thái Bình,Xã Vũ Chính
7531,241250115,Vietnam,Thái Bình,Thành phố Thái Bình,Xã Đông Mỹ
7532,241250116,Vietnam,Thái Bình,Thành phố Thái Bình,Xã Đông Thọ
7533,241250117,Vietnam,Thái Bình,Thành phố Thái Bình,Xã Vũ Đông
7534,241250118,Vietnam,Thái Bình,Thành phố Thái Bình,Xã Vũ Lạc
7535,241250119,Vietnam,Thái Bình,Thành phố Thái Bình,Xã Tân Bình
7536,241250201,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Thị trấn Quỳnh Côi
7537,241250202,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Khê
7538,241250203,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Đồng
7539,241250204,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Hoa
7540,241250205,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Lâm
7541,241250206,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Thọ
7542,241250207,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Hiệp
7543,241250208,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Hoàng
7544,241250209,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Giao
7545,241250210,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Thái
7546,241250211,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Cầu
7547,241250212,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Hồng
7548,241250213,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Khê
7549,241250214,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Minh
7550,241250215,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Ninh
7551,241250216,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Ngọc
7552,241250217,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Hải
7553,241250218,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Thị trấn An Bài
7554,241250219,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Ấp
7555,241250220,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Hội
7556,241250221,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Sơn
7557,241250222,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Mỹ
7558,241250223,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Quí
7559,241250224,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Thanh
7560,241250225,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Châu
7561,241250226,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Vũ
7562,241250227,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Lễ
7563,241250228,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Hưng
7564,241250229,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Bảo
7565,241250230,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Mỹ
7566,241250231,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Nguyên
7567,241250232,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Vinh
7568,241250233,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Xá
7569,241250234,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Dục
7570,241250235,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Đông Hải
7571,241250236,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Trang
7572,241250237,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã An Tràng
7573,241250238,Vietnam,Thái Bình,Huyện Quỳnh Phụ,Xã Đồng Tiến
7574,241250301,Vietnam,Thái Bình,Huyện Hưng Hà,Thị trấn Hưng Hà
7575,241250302,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Điệp Nông
7576,241250303,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Tân Lễ
7577,241250304,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Cộng Hòa
7578,241250305,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Dân Chủ
7579,241250306,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Canh Tân
7580,241250307,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Hòa Tiến
7581,241250308,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Hùng Dũng
7582,241250309,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Tân Tiến
7583,241250310,Vietnam,Thái Bình,Huyện Hưng Hà,Thị trấn Hưng Nhân
7584,241250311,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Đoan Hùng
7585,241250312,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Duyên Hải
7586,241250313,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Tân Hòa
7587,241250314,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Văn Cẩm
7588,241250315,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Bắc Sơn
7589,241250316,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Đông Đô
7590,241250317,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Phúc Khánh
7591,241250318,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Liên Hiệp
7592,241250319,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Tây Đô
7593,241250320,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Thống Nhất
7594,241250321,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Tiến Đức
7595,241250322,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Thái Hưng
7596,241250323,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Thái Phương
7597,241250324,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Hòa Bình
7598,241250325,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Chi Lăng
7599,241250326,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Minh Khai
7600,241250327,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Hồng An
7601,241250328,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Kim Chung
7602,241250329,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Hồng Lĩnh
7603,241250330,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Minh Tân
7604,241250331,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Văn Lang
7605,241250332,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Độc Lập
7606,241250333,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Chí Hòa
7607,241250334,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Minh Hòa
7608,241250335,Vietnam,Thái Bình,Huyện Hưng Hà,Xã Hồng Minh
7609,241250401,Vietnam,Thái Bình,Huyện Đông Hưng,Thị trấn Đông Hưng
7610,241250402,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đô Lương
7611,241250403,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Phương
7612,241250404,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Liên Giang
7613,241250405,Vietnam,Thái Bình,Huyện Đông Hưng,Xã An Châu
7614,241250406,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Sơn
7615,241250407,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Cường
7616,241250408,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Phú Lương
7617,241250409,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Mê Linh
7618,241250410,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Lô Giang
7619,241250411,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông La
7620,241250412,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Minh Tân
7621,241250413,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Xá
7622,241250414,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Chương Dương
7623,241250415,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Nguyên Xá
7624,241250416,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Phong Châu
7625,241250417,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Hợp Tiến
7626,241250418,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Hồng Việt
7627,241250419,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Hà
7628,241250420,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Giang
7629,241250421,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Kinh
7630,241250422,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Hợp
7631,241250423,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Thăng Long
7632,241250424,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Các
7633,241250425,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Phú Châu
7634,241250426,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Hoa Lư
7635,241250427,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Minh Châu
7636,241250428,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Tân
7637,241250429,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Vinh
7638,241250430,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Động
7639,241250432,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Bạch Đằng
7640,241250433,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Trọng Quan
7641,241250434,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Hoa Nam
7642,241250435,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Hồng Giang
7643,241250436,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Phong
7644,241250437,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Quang
7645,241250438,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Xuân
7646,241250439,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Á
7647,241250440,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Lĩnh
7648,241250441,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Hoàng
7649,241250442,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Dương
7650,241250443,Vietnam,Thái Bình,Huyện Đông Hưng,Xã Đông Huy
7651,241250501,Vietnam,Thái Bình,Huyện Thái Thụy,Thị trấn Diêm Điền
7652,241250502,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Tân
7653,241250503,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Trường
7654,241250504,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Hồng Quỳnh
7655,241250505,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Dũng
7656,241250506,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Hồng
7657,241250507,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Quỳnh
7658,241250508,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy An
7659,241250509,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Ninh
7660,241250510,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Hưng
7661,241250511,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Việt
7662,241250512,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Văn
7663,241250513,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Xuân
7664,241250514,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Dương
7665,241250515,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Trình
7666,241250516,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Bình
7667,241250517,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Chính
7668,241250518,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Dân
7669,241250519,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Hải
7670,241250520,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Phúc
7671,241250521,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Lương
7672,241250522,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Liên
7673,241250523,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Duyên
7674,241250525,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Thanh
7675,241250526,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Sơn
7676,241250527,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thụy Phong
7677,241250528,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Thượng
7678,241250529,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Nguyên
7679,241250530,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Thủy
7680,241250531,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Dương
7681,241250532,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Giang
7682,241250533,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Hòa
7683,241250534,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Sơn
7684,241250535,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Hồng
7685,241250536,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái An
7686,241250537,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Phúc
7687,241250538,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Hưng
7688,241250539,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Đô
7689,241250540,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Xuyên
7690,241250541,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Hà
7691,241250542,Vietnam,Thái Bình,Huyện Thái Thụy,Xã  Mỹ Lộc
7692,241250543,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Tân
7693,241250544,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Thuần
7694,241250545,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Học
7695,241250546,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Thịnh
7696,241250547,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Thành
7697,241250548,Vietnam,Thái Bình,Huyện Thái Thụy,Xã Thái Thọ
7698,241250601,Vietnam,Thái Bình,Huyện Tiền Hải,Thị trấn Tiền Hải
7699,241250602,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Đông Hải
7700,241250603,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Đông Trà
7701,241250604,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Đông Long
7702,241250605,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Đông Quí
7703,241250606,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Vũ Lăng
7704,241250607,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Đông Xuyên
7705,241250608,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Tây Lương
7706,241250609,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Tây Ninh
7707,241250610,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Đông Trung
7708,241250611,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Đông Hoàng
7709,241250612,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Đông Minh
7710,241250613,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Tây An
7711,241250614,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Đông Phong
7712,241250615,Vietnam,Thái Bình,Huyện Tiền Hải,Xã An Ninh
7713,241250616,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Tây Sơn
7714,241250617,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Đông Cơ
7715,241250618,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Tây Giang
7716,241250619,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Đông Lâm
7717,241250620,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Phương Công
7718,241250621,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Tây Phong
7719,241250622,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Tây Tiến
7720,241250623,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Nam Cường
7721,241250624,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Vân Trường
7722,241250625,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Nam Thắng
7723,241250626,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Nam Chính
7724,241250627,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Bắc Hải
7725,241250628,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Nam Thịnh
7726,241250629,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Nam Hà
7727,241250630,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Nam Thanh
7728,241250631,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Nam Trung
7729,241250632,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Nam Hồng
7730,241250633,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Nam Hưng
7731,241250634,Vietnam,Thái Bình,Huyện Tiền Hải,Xã Nam Hải
